,lat,long,bikes_available,bikes_in_use,total_bikes
111,52.625857,13.502682,3,7,10
112,52.519276,13.364353,3,1,4
113,52.517298,13.441311,10,6,16
114,52.507229,13.355705,4,1,5
115,52.504499,13.346573,6,4,10
116,52.521612,13.333739,3,2,5
117,52.518868,13.462468,2,8,10
118,52.544415,13.39143,6,4,10
119,52.550496,13.362655,2,8,10
120,52.50851,13.349234,6,0,5
121,52.51204,13.461872,7,4,11
122,52.508232,13.367207,5,0,5
123,52.502785,13.367516,6,4,10
124,52.543012,13.356195,3,2,5
125,52.511128,13.371843,6,4,10
126,52.504555,13.467607,7,1,8
127,52.507236,13.398167,12,0,12
128,52.530604,13.402103,7,0,4
129,52.504718,13.399595,6,0,5
130,52.496123,13.454377,7,3,10
131,52.504658,13.434994,6,4,10
132,52.49607,13.430718,4,1,5
133,52.52285,13.322124,2,2,4
134,52.517245,13.306106,1,3,4
135,52.537455,13.449362,6,2,9
136,52.458425,13.331897,8,2,10
137,52.502103,13.385725,6,0,6
138,52.480474,13.312324,6,4,10
139,52.545094,13.427339,2,8,10
140,52.529446,13.388128,8,3,11
141,52.465385,13.442345,4,1,5
142,52.51804,13.465645,6,2,8
143,52.490938,13.490731,2,2,4
144,52.540802,13.404887,5,13,18
145,52.508601,13.525511,2,6,8
146,52.525899,13.369702,17,0,14
147,52.514141,13.39345,14,6,20
148,52.507288,13.333964,2,2,4
149,52.50993,13.376144,4,0,4
150,52.505382,13.340519,6,16,22
151,52.513728,13.336685,0,14,14
152,52.531905,13.38797,6,9,15
153,52.53081,13.394772,4,4,8
154,52.528086,13.39268,8,12,20
155,52.532496,13.399335,3,9,12
156,52.536683,13.397132,1,19,20
157,52.537473,13.401612,2,16,18
158,52.522325,13.401084,5,5,10
159,52.522096,13.410727,10,3,13
160,52.52054,13.414945,17,4,21
161,52.51989,13.422107,7,3,10
162,52.515326,13.417563,8,6,14
163,52.512917,13.39698,12,4,16
164,52.515769,13.402946,17,3,20
165,52.524065,13.387436,8,2,10
166,52.542448,13.375507,4,10,14
167,52.549127,13.387458,4,11,15
168,52.546265,13.35241,7,8,15
169,52.542284,13.365487,7,5,12
170,52.528921,13.438543,1,13,14
171,52.54289,13.4117,4,10,14
172,52.539138,13.425035,4,0,4
173,52.531172,13.433638,5,15,20
174,52.528409,13.416694,5,13,18
175,52.534596,13.419022,3,1,4
176,52.477226,13.42298,1,9,10
177,52.489599,13.439063,3,9,12
178,52.491812,13.425947,3,7,10
179,52.535289,13.406609,7,9,16
180,52.503377,13.444991,6,6,12
181,52.540923,13.414548,3,17,20
182,52.527829,13.424856,4,13,17
183,52.50449,13.382024,5,5,10
184,52.496706,13.391349,4,14,18
185,52.489601,13.407977,2,13,15
186,52.508075,13.376053,10,5,15
187,52.507076,13.385822,12,14,26
188,52.544119,13.369425,6,4,10
189,52.48543,13.344001,4,1,5
190,52.51374,13.389083,6,14,20
191,52.511856,13.384411,7,5,12
192,52.542717,13.348238,0,7,7
193,52.516616,13.443253,1,6,7
194,52.514071,13.348872,8,4,12
195,52.509421,13.390274,11,4,15
196,52.527123,13.398052,6,7,13
197,52.54379,13.396969,1,14,15
198,52.504102,13.391089,4,8,12
199,52.508957,13.371686,2,4,6
200,52.504115,13.352734,0,4,4
201,52.546547,13.410047,5,0,5
202,52.536273,13.420229,1,4,5
203,52.494193,13.38881,3,1,4
204,52.485126,13.444498,1,4,5
205,52.511967,13.408508,7,5,12
206,52.526065,13.411367,6,8,14
207,52.528585,13.378891,10,12,22
208,52.51957,13.385855,2,12,14
209,52.50162,13.477317,4,6,10
210,52.519517,13.485809,6,4,10
211,52.522798,13.473276,4,5,9
212,52.542742,13.443149,1,3,4
213,52.552697,13.421056,2,8,10
214,52.520367,13.392012,11,22,33
215,52.505679,13.438994,0,4,4
216,52.479705,13.440042,1,3,4
217,52.483121,13.379986,6,4,10
218,52.503448,13.395145,3,4,7
219,52.48222,13.408716,2,3,5
220,52.492403,13.343747,2,2,4
221,52.494437,13.424663,8,2,10
222,52.47073,13.436816,2,2,4
223,52.527782,13.4686,2,3,5
224,52.493674,13.399442,2,7,9
225,52.534756,13.369652,10,5,15
226,52.517948,13.292486,1,3,4
227,52.508627,13.322704,1,3,4
228,52.502978,13.319405,1,3,4
229,52.50033,13.331577,0,4,4
230,52.497753,13.322849,2,2,4
231,52.53083,13.316621,2,3,5
232,52.539458,13.370758,4,3,7
233,52.530051,13.345597,2,3,5
234,52.526137,13.339055,7,3,10
235,52.523155,13.35701,4,6,10
236,52.500549,13.366327,0,10,10
237,52.535133,13.349413,0,5,5
238,52.516097,13.426226,7,3,10
239,52.529685,13.405198,0,5,5
240,52.516491,13.449485,0,12,12
241,52.530688,13.418693,1,3,4
242,52.517845,13.371651,4,6,10
243,52.530042,13.339218,0,5,5
244,52.528861,13.317304,0,5,5
245,52.520841,13.351037,5,5,10
246,52.539483,13.388432,3,2,5
247,52.530496,13.333955,0,5,5
248,52.539542,13.401644,1,4,5
249,52.556633,13.363385,1,9,10
250,52.509976,13.364711,4,1,5
251,52.501495,13.452095,0,5,5
252,52.463627,13.331879,1,7,8
253,52.453125,13.330711,3,2,5
254,52.510528,13.429099,4,6,10
255,52.544716,13.361162,0,4,4
256,52.478868,13.473875,6,1,7
257,52.514185,13.438878,5,5,10
258,52.498805,13.458837,2,2,4
259,52.503155,13.480386,5,1,6
260,52.545092,13.499569,4,0,4
261,52.631881,13.510754,3,17,20
262,52.520029,13.319995,4,0,4
263,52.513699,13.406039,3,1,4
264,52.527316,13.372865,3,1,4
265,52.541785,13.355454,0,4,4
266,52.531591,13.344714,2,2,4
267,52.482023,13.320175,0,4,4
268,52.517707,13.290363,1,3,4
269,52.506486,13.292959,2,2,4
270,52.503126,13.373514,1,4,5
271,52.624279,13.503181,9,0,6
272,52.492721,13.422074,3,3,6
273,52.529264,13.4131,2,2,4
274,52.492312,13.344816,0,4,4
275,52.491147,13.396591,2,5,7
276,52.53518,13.399329,1,5,6
277,52.507285,13.382227,13,11,24
278,52.502323,13.432466,10,3,13
279,52.522877,13.379374,10,12,22
280,52.535408,13.390365,5,15,20
281,52.528998,13.456997,2,3,5
282,52.498635,13.407881,3,3,6
283,52.549253,13.416962,0,3,4
284,52.536388,13.294942,5,1,6
285,52.452995,13.385907,2,18,20
286,52.513611,13.422223,0,20,20
287,52.499185,13.353418,2,6,8
288,52.513902,13.389044,3,5,8
289,52.512951,13.389252,2,6,8
290,52.512132,13.388964,4,0,4
291,52.511207,13.390016,3,5,8
292,52.510737,13.500945,3,3,6
293,52.50852,13.402758,3,3,6
294,52.525534,13.304658,0,4,4
295,52.505879,13.560866,1,3,4
296,52.538518,13.569242,1,3,4
297,52.529519,13.590012,0,4,4
298,52.528944,13.566128,1,3,4
299,52.527485,13.557659,3,1,4
300,52.525336,13.557174,2,2,4
301,52.520881,13.588325,1,3,4
302,52.516013,13.563573,0,4,4
303,52.513366,13.554557,0,4,4
304,52.512978,13.574224,0,4,4
305,52.511243,13.562458,5,0,4
306,52.506263,13.558583,0,4,4
307,52.503256,13.553007,1,3,4
308,52.493815,13.561673,0,4,4
309,52.5278,13.376639,1,3,4
310,52.524341,13.376855,6,0,4
311,52.526302,13.378006,3,1,4
312,52.547429,13.374319,0,5,5
313,52.523944,13.346533,10,8,18
314,52.521851,13.451117,2,7,9
315,52.49414,13.302482,0,6,6
316,52.499402,13.377856,1,5,6
317,52.502787,13.373878,0,4,4
318,52.442149,13.319232,1,3,4
319,52.443052,13.321008,1,3,4
320,52.518778,13.309417,0,4,4
321,52.499288,13.385543,3,2,5
322,52.550722,13.351722,2,2,4
323,52.557028,13.372778,2,2,4
324,52.546833,13.357944,2,2,4
325,52.551861,13.367417,9,0,4
326,52.556,13.335222,2,2,4
327,52.555972,13.342,0,4,4
328,52.541306,13.330278,0,4,4
329,52.515903,13.479364,0,8,8
330,52.524259,13.368603,1,7,8
331,52.507889,13.414667,2,2,4
332,52.517931,13.412097,5,3,8
333,52.504866,13.322216,1,3,4
334,52.511202,13.297007,0,4,4
335,52.478831,13.327849,2,2,4
336,52.478869,13.343717,1,3,4
337,52.492798,13.37115,1,3,4
338,52.505309,13.367517,3,1,4
339,52.527852,13.41064,2,2,4
340,52.520008,13.405306,2,2,4
341,52.49423,13.446369,3,1,4
342,52.512602,13.452662,1,3,4
343,52.566862,13.412049,4,0,4
344,52.533941,13.494787,0,4,4
345,52.483378,13.501198,2,2,4
346,52.471497,13.386057,1,3,4
347,52.55912,13.412492,2,2,4
348,52.462487,13.434201,0,4,4
349,52.548537,13.451008,2,2,4
350,52.460508,13.418439,1,3,4
351,52.553919,13.414891,0,4,4
352,52.50064,13.37372,4,0,2
353,52.490202,13.386766,0,11,11
354,52.512982,13.415616,1,4,5
355,52.4629,13.385457,0,4,4
356,52.518,13.50677,0,4,4
357,52.500139,13.353472,0,4,4
358,52.499944,13.354583,2,2,4
359,52.530639,13.39675,0,4,4
360,52.530972,13.300639,4,0,4
361,52.527386,13.33024,0,4,4
362,52.509778,13.456278,2,2,4
363,52.507917,13.455083,5,0,4
364,52.5075,13.460694,0,4,4
365,52.50739,13.450436,0,4,4
366,52.55703,13.46905,4,0,4
367,52.54469,13.46882,3,1,4
368,52.54404,13.59604,3,1,4
369,52.54192,13.60333,1,3,4
370,52.5404,13.60832,1,3,4
371,52.54516,13.59161,0,4,4
372,52.536667,13.6055,2,2,4
373,52.53471,13.59703,2,2,4
374,52.53936,13.60402,3,1,4
375,52.534,13.344028,2,2,4
376,52.532833,13.328778,1,3,4
377,52.501333,13.282667,1,3,4
378,52.497333,13.290333,1,3,4
379,52.479972,13.352056,0,4,4
380,52.474444,13.367028,1,3,4
381,52.514639,13.474417,1,3,4
382,52.513806,13.475778,0,4,4
383,52.487667,13.264278,0,4,4
384,52.510889,13.240806,1,3,4
385,52.508238,13.258273,1,3,4
386,52.499139,13.270056,0,4,4
387,52.52025,13.347528,2,2,4
388,52.493556,13.499056,0,4,4
389,52.565752,13.390951,1,3,4
390,52.555,13.39675,0,4,4
391,52.544556,13.378611,2,2,4
392,52.516306,13.381472,1,3,4
393,52.449,13.353306,4,0,4
394,52.447,13.360806,1,3,4
395,52.486472,13.360639,0,4,4
396,52.467472,13.489083,2,2,4
397,52.54892,13.58319,4,0,4
398,52.503528,13.330722,1,3,4
399,52.502028,13.342083,1,3,4
400,52.499889,13.363111,5,0,4
401,52.499361,13.382472,2,2,4
402,52.499583,13.391806,1,3,4
403,52.498639,13.417417,5,0,4
404,52.51175,13.321528,0,4,4
405,52.51197,13.309121,4,0,4
406,52.511778,13.305056,1,3,4
407,52.509917,13.284194,0,4,4
408,52.510222,13.271861,4,0,4
409,52.516278,13.260222,2,2,4
410,52.517,13.249806,3,1,4
411,52.473306,13.314833,0,4,4
412,52.49625,13.331306,0,4,4
413,52.500778,13.336639,0,4,4
414,52.495944,13.342611,0,4,4
415,52.488806,13.340639,0,4,4
416,52.483722,13.342,1,3,4
417,52.500111,13.5475,1,3,4
418,52.506778,13.511917,0,4,4
419,52.518444,13.429944,2,2,4
420,52.51775,13.43275,2,2,4
421,52.518806,13.409222,1,3,4
422,52.518444,13.400611,3,1,4
423,52.51725,13.389111,1,3,4
424,52.519528,13.373778,1,3,4
425,52.520806,13.374028,4,0,4
426,52.563639,13.327722,0,4,4
427,52.559778,13.335944,0,4,4
428,52.535972,13.376528,2,2,4
429,52.530917,13.382806,2,2,4
430,52.530194,13.381028,0,4,4
431,52.527194,13.38675,6,0,4
432,52.526278,13.388139,4,0,4
433,52.478083,13.385639,0,4,4
434,52.466139,13.385194,2,2,4
435,52.445667,13.385333,1,3,4
436,52.44025,13.386889,3,1,4
437,52.459373,13.385001,3,1,4
438,52.491056,13.360972,0,4,4
439,52.488222,13.424806,4,0,4
440,52.468861,13.442028,1,3,4
441,52.46216,13.445568,0,4,4
442,52.452583,13.449556,2,2,4
443,52.564306,13.36375,1,3,4
444,52.552417,13.381972,3,1,4
445,52.542722,13.393028,2,2,4
446,52.5295,13.401278,4,0,4
447,52.510972,13.416222,0,4,4
448,52.542167,13.348889,2,2,4
449,52.526111,13.341417,3,1,4
450,52.465472,13.328667,0,4,4
451,52.459304,13.355711,1,3,4
452,52.461278,13.324528,0,4,4
453,52.438861,13.412417,3,1,4
454,52.469417,13.341472,2,2,4
455,52.527694,13.537889,4,0,4
456,52.534778,13.535306,1,3,4
457,52.543833,13.541806,2,2,4
458,52.512361,13.589028,1,3,4
459,52.549444,13.414083,1,3,4
460,52.506861,13.306667,1,3,4
461,52.490167,13.360389,1,3,4
462,52.542779,13.593999,0,4,4
463,52.523493,13.433068,7,2,9
464,52.484528,13.385548,9,3,12
465,52.537865,13.396356,2,2,4
466,52.536503,13.394327,0,4,4
467,52.537366,13.39355,0,4,4
468,52.493292,13.490812,2,2,4
469,52.492929,13.490599,1,3,4
470,52.502139,13.471668,8,0,4
471,52.489124,13.447829,3,1,4
472,52.532011,13.3437,5,0,4
473,52.464361,13.485884,5,0,4
474,52.505594,13.334323,4,0,4
475,52.489083,13.294083,0,4,4
476,52.506067,13.320225,1,3,4
477,52.516888,13.261422,2,2,4
478,52.517086,13.306965,1,3,4
479,52.512963,13.2659,0,4,4
480,52.509833,13.30575,2,2,4
481,52.518667,13.257167,0,4,4
482,52.495304,13.341436,1,3,4
483,52.4714,13.33729,0,4,4
484,52.516084,13.440539,1,3,4
485,52.522586,13.428892,6,0,4
486,52.515767,13.468187,3,1,4
487,52.5199,13.450087,0,4,4
488,52.476899,13.332875,0,4,4
489,52.510178,13.470848,1,3,4
490,52.523306,13.586972,0,4,4
491,52.489755,13.388745,2,2,4
492,52.494432,13.42098,2,2,4
493,52.500833,13.391277,3,1,4
494,52.503448,13.403578,1,3,4
495,52.493919,13.383488,1,3,4
496,52.525436,13.465323,2,2,4
497,52.507295,13.512529,2,2,4
498,52.513389,13.518167,3,1,4
499,52.445667,13.386278,2,2,4
500,52.524215,13.402972,1,3,4
501,52.5375,13.405667,0,4,4
502,52.511056,13.38094,2,2,4
503,52.518901,13.417102,2,2,4
504,52.534289,13.378585,0,4,4
505,52.51756,13.420484,3,1,4
506,52.520974,13.334141,1,3,4
507,52.491682,13.423128,1,3,4
508,52.491833,13.432833,0,4,4
509,52.485368,13.437894,4,0,4
510,52.490372,13.434268,2,2,4
511,52.469917,13.463417,1,3,4
512,52.541585,13.439772,0,4,4
513,52.541608,13.438924,1,3,4
514,52.547287,13.4513,3,1,4
515,52.564526,13.4209,2,2,4
516,52.534333,13.425972,0,4,4
517,52.54639,13.442888,1,3,4
518,52.567345,13.411474,0,4,4
519,52.549701,13.413271,3,1,4
520,52.536518,13.418046,0,4,4
521,52.560592,13.365303,2,2,4
522,52.475746,13.29033,0,4,4
523,52.473109,13.301793,0,4,4
524,52.476099,13.363366,2,2,4
525,52.491884,13.354944,5,0,4
526,52.486341,13.356982,0,4,4
527,52.464564,13.327745,2,2,4
528,52.459193,13.323122,4,0,4
529,52.462749,13.326185,1,3,4
530,52.456683,13.322575,4,0,4
531,52.456532,13.387023,3,1,4
532,52.459275,13.38425,4,0,4
533,52.502134,13.358567,2,2,4
534,52.530171,13.337338,0,4,4
535,52.496545,13.466883,3,1,4
536,52.552722,13.347638,2,2,4
537,52.54271,13.366317,1,3,4
538,52.549793,13.458627,3,1,4
539,52.486599,13.325477,0,4,4
540,52.479801,13.326727,1,3,4
541,52.490679,13.335552,3,1,4
542,52.49338,13.332864,1,3,4
543,52.488033,13.334527,1,3,4
544,52.478115,13.282503,2,2,4
545,52.519838,13.387442,1,3,4
546,52.537519,13.428415,4,6,10
547,52.54726,13.394296,4,6,10
548,52.510852,13.437028,5,0,4
549,52.511683,13.279338,3,1,4
550,52.525977,13.422766,4,0,4
551,52.502528,13.343571,1,3,4
552,52.476736,13.363844,3,1,4
553,52.476221,13.386062,2,2,4
554,52.483313,13.402687,0,4,4
555,52.475119,13.419124,0,4,4
556,52.474223,13.419355,0,4,4
557,52.472433,13.419843,0,4,4
558,52.470789,13.420267,0,4,4
559,52.521594,13.410031,2,2,4
560,52.5198,13.463576,1,3,4
561,52.545138,13.412976,0,4,4
562,52.540188,13.4117,2,2,4
563,52.523389,13.401325,1,3,4
564,52.523069,13.402521,3,1,4
565,52.523614,13.398691,4,0,4
566,52.519364,13.393552,4,0,4
567,52.542081,13.425615,1,3,4
568,52.539451,13.423769,0,4,4
569,52.535395,13.422482,0,4,4
570,52.533607,13.420631,1,3,4
571,52.527361,13.415594,0,4,4
572,52.525592,13.419762,0,4,4
573,52.522136,13.415047,2,2,4
574,52.524375,13.440308,0,4,4
575,52.528924,13.377979,0,4,4
576,52.52539,13.365378,1,3,4
577,52.524336,13.361607,2,2,4
578,52.519195,13.453472,0,4,4
579,52.52942,13.443993,0,4,4
580,52.5321,13.441,0,4,4
581,52.534044,13.436987,2,2,4
582,52.538502,13.426741,0,4,4
583,52.540172,13.419065,0,4,4
584,52.510837,13.451836,3,1,4
585,52.510302,13.460328,2,2,4
586,52.511415,13.46956,1,3,4
587,52.544032,13.415299,0,4,4
588,52.54656,13.418416,0,4,4
589,52.506022,13.470231,2,2,4
590,52.511056,13.463954,1,3,4
591,52.512973,13.457893,2,2,4
592,52.520481,13.458606,0,3,4
593,52.520096,13.467001,1,3,4
594,52.513965,13.473691,2,2,4
595,52.634606,13.492751,9,31,40
596,52.486426,13.421897,2,2,4
597,52.456748,13.437041,2,2,4
598,52.457552,13.436741,0,4,4
599,52.481052,13.434686,2,2,4
600,52.480477,13.424322,7,3,10
601,52.470978,13.446198,3,1,4
602,52.47159,13.442829,0,4,4
603,52.485201,13.448457,4,0,4
604,52.490715,13.441467,0,4,4
605,52.493054,13.444659,0,4,4
606,52.475132,13.427374,0,4,4
607,52.477612,13.433061,1,3,4
608,52.478167,13.436322,1,3,4
609,52.476471,13.437154,4,0,4
610,52.471191,13.432202,0,4,4
611,52.469354,13.432572,0,4,4
612,52.46908,13.435775,1,3,4
613,52.469276,13.438243,0,4,4
614,52.473099,13.437594,0,4,4
615,52.500477,13.422992,4,0,4
616,52.500026,13.423099,3,1,4
617,52.502234,13.419864,1,3,4
618,52.501153,13.427879,0,4,4
619,52.501868,13.430201,0,4,4
620,52.499837,13.430164,7,0,4
621,52.500016,13.431709,0,4,4
622,52.500794,13.430625,2,2,4
623,52.499115,13.411061,3,1,4
624,52.500029,13.407987,0,4,4
625,52.502319,13.40781,1,3,4
626,52.500412,13.414403,4,0,4
627,52.49841,13.410471,1,3,4
628,52.49648,13.411523,2,2,4
629,52.495526,13.413175,0,4,4
630,52.495568,13.415895,0,4,4
631,52.498361,13.414189,2,2,4
632,52.484495,13.428678,2,2,4
633,52.485436,13.429466,1,3,4
634,52.483871,13.43232,2,2,4
635,52.485969,13.430024,2,2,4
636,52.48604,13.435351,0,4,4
637,52.488043,13.438012,0,4,4
638,52.476053,13.447604,1,3,4
639,52.476187,13.45484,0,4,4
640,52.479137,13.449653,0,4,4
641,52.480121,13.450876,0,4,4
642,52.480862,13.451632,8,0,4
643,52.479353,13.443232,1,3,4
644,52.479059,13.445136,0,4,4
645,52.47719,13.446558,0,4,4
646,52.474044,13.451166,2,2,4
647,52.472341,13.446091,1,3,4
648,52.471851,13.451262,1,3,4
649,52.473612,13.449379,1,3,4
650,52.473174,13.44851,0,4,4
651,52.489836,13.419741,2,2,4
652,52.487641,13.419296,1,3,4
653,52.509048,13.450667,4,0,4
654,52.511239,13.402258,2,2,4
655,52.545389,13.403819,4,6,10
656,52.506502,13.373387,1,5,6
657,52.505303,13.372947,2,2,4
658,52.517721,13.416345,0,4,4
659,52.626349,13.500336,3,1,4
660,52.624789,13.499676,4,2,6
661,52.636391,13.491361,1,5,6
662,52.626014,13.495902,0,4,4
663,52.506345,13.332092,1,11,12
664,52.506622,13.33148,1,6,7
665,52.628137,13.506183,4,5,9
666,52.54092,13.345,1,3,4
667,52.54289,13.34361,1,2,4
668,52.54131,13.34031,2,2,4
669,52.542729,13.4187,3,15,18
670,52.519821,13.251802,3,2,5
671,52.54203,13.34843,2,2,4
672,52.488964,13.409194,0,4,4
673,52.518972,13.286389,3,1,4
674,52.466733,13.310492,2,6,8
675,52.440496,13.316777,1,3,4
676,52.540189,13.35875,0,4,4
677,52.474088,13.445409,2,2,4
678,52.496829,13.330333,1,3,4
679,52.486529,13.39409,0,4,4
680,52.507999,13.459428,1,3,4
681,52.49336,13.437501,3,1,4
682,52.505484,13.447766,1,3,4
683,52.511383,13.448853,3,1,4
684,52.503179,13.30795,3,1,4
685,52.485815,13.338057,0,4,4
686,52.48399,13.338228,2,2,4
687,52.505433,13.37652,1,3,4
688,52.50531,13.405296,3,1,4
689,52.50294,13.454761,0,4,4
690,52.514026,13.470445,0,4,4
691,52.497109,13.44881,2,2,4
692,52.509287,13.473256,0,4,4
693,52.527938,13.460601,2,2,4
694,52.50305,13.507992,0,4,4
695,52.514612,13.398249,1,3,4
696,52.514431,13.377696,1,3,4
697,52.513705,13.380057,2,2,4
698,52.520477,13.405254,0,4,4
699,52.521466,13.407278,0,4,4
700,52.528601,13.39715,5,0,4
701,52.5497,13.363968,0,4,4
702,52.528209,13.409095,6,0,4
703,52.526974,13.408105,3,1,4
704,52.524302,13.395943,1,3,4
705,52.549358,13.353717,1,3,4
706,52.525713,13.390295,1,3,4
707,52.517951,13.375946,1,3,4
708,52.529473,13.399756,0,4,4
709,52.518313,13.395946,2,2,4
710,52.509723,13.377067,2,2,4
711,52.509387,13.377128,2,2,4
712,52.479833,13.436861,3,1,4
713,52.479103,13.438087,2,2,4
714,52.478378,13.440949,0,4,4
715,52.486137,13.439244,0,4,4
716,52.480753,13.416025,0,4,4
717,52.480471,13.421299,1,3,4
718,52.470518,13.429504,0,4,4
719,52.478492,13.432362,0,4,4
720,52.467457,13.421134,0,4,4
721,52.505241,13.448972,1,3,4
722,52.473311,13.419505,0,4,4
723,52.470944,13.43871,0,4,4
724,52.46052,13.480546,2,2,4
725,52.482619,13.454293,2,2,4
726,52.551465,13.449922,1,3,4
727,52.532586,13.435255,0,4,4
728,52.538251,13.417553,0,4,4
729,52.536429,13.427476,0,4,4
730,52.541861,13.421361,0,4,4
731,52.545968,13.434495,1,3,4
732,52.545006,13.437077,0,4,4
733,52.544511,13.437913,0,4,4
734,52.529866,13.425257,1,3,4
735,52.531561,13.420154,0,4,4
736,52.538048,13.419886,2,2,4
737,52.538417,13.414489,2,2,4
738,52.539467,13.410568,0,4,4
739,52.535559,13.416959,0,4,4
740,52.54892,13.407291,0,4,4
741,52.552169,13.439629,1,3,4
742,52.530217,13.409066,0,4,4
743,52.551472,13.404556,2,2,4
744,52.532567,13.424191,0,4,4
745,52.530869,13.422412,0,4,4
746,52.549044,13.424748,0,4,4
747,52.558564,13.423047,0,4,4
748,52.539487,13.407435,0,4,4
749,52.547373,13.438893,0,4,4
750,52.525582,13.454818,5,0,4
751,52.545053,13.414741,0,4,4
752,52.547163,13.416506,0,4,4
753,52.527877,13.452137,0,4,4
754,52.550481,13.429589,0,4,4
755,52.52256,13.459925,0,4,4
756,52.554426,13.399386,0,4,4
757,52.523468,13.46452,2,2,4
758,52.52445,13.465156,4,0,4
759,52.553818,13.40888,1,3,4
760,52.553698,13.411128,0,4,4
761,52.537739,13.41188,1,3,4
762,52.546715,13.401103,0,4,4
763,52.540839,13.422415,0,4,4
764,52.541409,13.42333,0,4,4
765,52.554123,13.429514,1,3,4
766,52.553634,13.424097,0,4,4
767,52.555139,13.423882,0,4,4
768,52.521725,13.463431,0,4,4
769,52.528945,13.430506,0,4,4
770,52.530289,13.432534,0,4,4
771,52.536714,13.440871,0,4,4
772,52.538744,13.436835,1,3,4
773,52.544614,13.422439,1,3,4
774,52.530592,13.447008,0,4,4
775,52.521313,13.454695,0,4,4
776,52.524528,13.457136,0,4,4
777,52.518526,13.470719,2,2,4
778,52.51838,13.45952,2,2,4
779,52.514827,13.443453,0,4,4
780,52.498802,13.465365,0,4,4
781,52.5013,13.466433,2,2,4
782,52.514001,13.427867,2,2,4
783,52.517805,13.449046,0,4,4
784,52.513075,13.447365,1,3,4
785,52.50579,13.463531,0,4,4
786,52.509835,13.46448,1,3,4
787,52.511351,13.458892,1,3,4
788,52.509548,13.4675,0,4,4
789,52.493628,13.472559,2,2,4
790,52.495333,13.468552,2,2,4
791,52.525116,13.430078,1,3,4
792,52.483552,13.353995,1,3,4
793,52.484358,13.352755,1,3,4
794,52.500938,13.357589,0,4,4
795,52.501045,13.347847,2,2,4
796,52.492257,13.349671,0,4,4
797,52.486873,13.352675,1,3,4
798,52.472514,13.377603,0,4,4
799,52.490548,13.365313,1,3,4
800,52.496959,13.36689,2,2,4
801,52.484939,13.372654,0,4,4
802,52.48671,13.357868,1,3,4
803,52.495529,13.349537,2,2,4
804,52.496344,13.3495,0,4,4
805,52.500568,13.346887,2,2,4
806,52.4841,13.335132,0,4,4
807,52.494474,13.359455,1,3,4
808,52.494076,13.361269,0,4,4
809,52.477344,13.330632,1,3,4
810,52.485773,13.360807,1,3,4
811,52.468894,13.385848,0,4,4
812,52.468985,13.385355,0,4,4
813,52.492776,13.368961,1,3,4
814,52.484136,13.351336,2,2,4
815,52.503185,13.338711,4,0,4
816,52.474941,13.385456,0,4,4
817,52.488355,13.339633,3,1,4
818,52.490669,13.36,1,3,4
819,52.497109,13.341678,0,4,4
820,52.494468,13.355298,3,1,4
821,52.495095,13.354188,0,4,4
822,52.497303,13.470102,0,4,4
823,52.489611,13.481689,1,3,4
824,52.486939,13.347246,1,3,4
825,52.488731,13.358365,0,4,4
826,52.528507,13.34759,6,7,13
827,52.505363,13.44412,0,4,4
828,52.511451,13.446783,0,4,4
829,52.510217,13.44741,1,3,4
830,52.504702,13.465751,0,4,4
831,52.506606,13.332945,3,2,5
832,52.505855,13.374122,5,0,4
833,52.507207,13.372748,1,3,4
834,52.506808,13.373022,2,2,4
835,52.506198,13.373542,1,3,4
836,52.506093,13.373934,2,2,4
837,52.539875,13.352627,1,3,4
838,52.527336,13.339237,0,4,4
839,52.503464,13.359517,4,0,4
840,52.536919,13.383647,1,3,4
841,52.553087,13.390097,0,4,4
842,52.541522,13.369971,1,5,6
843,52.5437,13.374552,0,6,6
844,52.52618,13.358887,2,4,6
845,52.552041,13.365711,0,6,6
846,52.54656,13.343904,1,5,6
847,52.482088,13.435925,0,6,6
848,52.508807,13.311154,0,6,6
849,52.470533,13.319994,0,6,6
850,52.484171,13.294048,5,1,6
851,52.482052,13.28099,2,4,6
852,52.491627,13.290542,0,6,6
853,52.515885,13.390777,3,3,6
854,52.511082,13.396508,3,3,6
855,52.504278,13.504821,0,6,6
856,52.516444,13.376517,0,6,6
857,52.515976,13.376679,3,3,6
858,52.507383,13.427728,1,5,6
859,52.509897,13.405305,1,5,6
860,52.499847,13.370479,1,5,6
861,52.519454,13.375924,2,4,6
862,52.519952,13.382297,0,6,6
863,52.53223,13.341018,3,3,6
864,52.532706,13.341297,2,4,6
865,52.455164,13.375436,1,5,6
866,52.517425,13.391975,1,5,6
867,52.465554,13.394716,2,4,6
868,52.464923,13.347707,0,6,6
869,52.465119,13.339,1,5,6
870,52.475658,13.324351,0,6,6
871,52.459193,13.348265,0,6,6
872,52.445446,13.379325,2,4,6
873,52.468533,13.374651,1,5,6
874,52.439057,13.387415,1,3,4
875,52.453146,13.384738,1,5,6
876,52.506578,13.36823,5,1,6
877,52.505074,13.362406,2,4,6
878,52.513557,13.424547,0,6,6
879,52.510916,13.393965,0,6,6
880,52.511327,13.405026,0,6,6
881,52.517886,13.384663,4,2,6
882,52.516916,13.384126,2,4,6
883,52.505698,13.350835,6,0,6
884,52.50159,13.371305,0,6,6
885,52.519302,13.400257,2,4,6
886,52.519632,13.39949,2,4,6
887,52.516608,13.406394,2,4,6
