,name,distance_meters,category,rating,lat,long,origin
0,Habels Lindenwirtin,45.592179746279335,German,4.0,52.5106,13.2716,"52.510222,13.271861"
0,Joes Restaurant und Wirtshaus,51.44687824157071,German,3.5,52.5098801,13.2708797,"52.510222,13.271861"
0,Wurst Und Döner Ecke,65.96026824279843,Kebab,3.5,52.5105,13.271,"52.510222,13.271861"
0,Prime Kebap,32.50198520857007,Kebab,2.5,52.510284431468,13.27139181922,"52.510222,13.271861"
0,La Victoria,105.01218918263518,Italian,4.5,52.51082,13.27066,"52.510222,13.271861"
0,Mahnmal Ewige Flamme,57.6712813445968,Landmarks & Historical Buildings,5.0,52.510005,13.272635,"52.510222,13.271861"
0,Prime Chicken,64.97236832152392,Fast Food,3.0,52.5104963,13.2710133,"52.510222,13.271861"
0,Mahanakhon,103.02598521970826,Thai,3.0,52.510742,13.270601,"52.510222,13.271861"
0,Theo Pizz,48.89572025790891,Pizza,4.0,52.51014,13.2727299,"52.510222,13.271861"
0,Bäckerei Horst Müseler,79.13256023195265,Bakeries,3.0,52.5105999,13.2708999,"52.510222,13.271861"
0,Reichsstraßenfest,82.06186474136167,Local Flavor,3.0,52.50988,13.27088,"52.510222,13.271861"
0,Wiener Conditorei Caffeehaus,31.93332176335984,Bakeries,4.0,52.516003,13.260358,"52.516278,13.260222"
0,Il Cardinale,28.934069312970276,Italian,4.0,52.516435,13.259881,"52.516278,13.260222"
0,Westend Grill,32.543077734741225,Kebab,2.5,52.5160466189664,13.260516496167,"52.516278,13.260222"
0,Westend-Klause,46.72822054129876,Pubs,3.5,52.51656,13.25971,"52.516278,13.260222"
0,Berliner U-Bahn-Museum,35.73294723305126,Museums,3.5,52.517316,13.249902,"52.517,13.249806"
0,Pastis,86.54916164150126,French,4.0,52.472532,13.314698,"52.473306,13.314833"
0,BioBackHaus.,68.35179590087702,Bakeries,4.0,52.47289,13.31411,"52.473306,13.314833"
0,Pizza E Pasta,80.9560454009705,Italian,4.0,52.472585,13.314667,"52.473306,13.314833"
0,Coffee Lounge R3,88.53794572511966,Cafes,3.5,52.474036,13.315355,"52.473306,13.314833"
0,Bäckerei & Konditorei Thürmann,48.70850879375945,Bakeries,1.5,52.4735159,13.3142018,"52.473306,13.314833"
0,Gerhart-Hauptmann Anlage,74.71531846491655,Parks,3.0,52.4965783853999,13.3303431048989,"52.49625,13.331306"
0,Hasir,34.014395430303544,Turkish,3.5,52.50056,13.3369199,"52.500778,13.336639"
0,Restaurant DUKE,107.17398535499693,Modern European,4.0,52.5011803,13.3380778,"52.500778,13.336639"
0,Das Bonito,122.9026851529761,Tapas Bars,4.0,52.5016479492188,13.3377590179443,"52.500778,13.336639"
0,Toro Negro,38.20724594703336,Spanish,3.5,52.50048,13.33692,"52.500778,13.336639"
0,La Petite France,45.02680317501066,Bagels,5.0,52.5011234197965,13.3369861477503,"52.500778,13.336639"
0,Deli House,91.83243537260584,Dim Sum,4.0,52.5002827861346,13.3355532959104,"52.500778,13.336639"
0,Bleibergs,48.41391189642817,Kosher,5.0,52.5003443078945,13.3365757629517,"52.500778,13.336639"
0,Cafe Clave,110.54069061116297,Breakfast & Brunch,5.0,52.5014455389236,13.335428880527,"52.500778,13.336639"
0,Sale e Pepe,66.38353272059187,Pizza,3.0,52.5003066660458,13.3360370993614,"52.500778,13.336639"
0,Osteria Ribaltone,36.33955230188108,Italian,4.5,52.4962239,13.3428881,"52.495944,13.342611"
0,Viktoria-Luise-Platz,56.260132042187415,Parks,4.5,52.4957380504404,13.3418519113901,"52.495944,13.342611"
0,Potemkin,79.969445715482,Russian,3.5,52.49621,13.34151,"52.495944,13.342611"
0,Donath & Roch,39.45340617072616,German,5.0,52.49626,13.34299,"52.495944,13.342611"
0,Viktoria-Luise,55.16542778332245,German,3.0,52.49553,13.34307,"52.495944,13.342611"
0,Restaurant New Montevideo,97.05435435555262,Mediterranean,3.5,52.49608,13.34121,"52.495944,13.342611"
0,Steinecke Brotmeisterei,39.45340617072616,Bakeries,3.5,52.496253,13.342973,"52.495944,13.342611"
0,Pho 12,43.89025945243874,Vietnamese,4.0,52.4892,13.3406,"52.488806,13.340639"
0,Brutzelstübchen,75.83786787237055,Curry Sausage,4.5,52.488384836556,13.3397580073631,"52.488806,13.340639"
0,Café Haberland,53.362597040659836,Cafes,3.5,52.4884119670258,13.3401891187292,"52.488806,13.340639"
0,Bella Italia,44.420791888858304,Italian,3.5,52.488406644015,13.3406222491008,"52.488806,13.340639"
0,Man Kee,83.54589703902059,Chinese,3.5,52.48859,13.34208,"52.488806,13.340639"
0,Bayerischer Platz,71.01408014566952,Parks,3.0,52.4891639520428,13.339770399034,"52.488806,13.340639"
0,Lindner,54.29269164831412,Delicatessen,2.0,52.4884948579701,13.3412569657052,"52.488806,13.340639"
0,apeccino,45.05508743992071,Cafes,1.0,52.4884761536036,13.3402525261045,"52.488806,13.340639"
0,Rudolph-Wilde-Park,59.60277668808961,Parks,4.5,52.4832,13.3422,"52.483722,13.342"
0,,,,,,,"52.500111,13.5475"
0,Asia Euro Bistro Tiger,57.188212235697044,Pan Asian,2.5,52.5072,13.5124,"52.506778,13.511917"
0,Trattoria Vesuvio,78.71650987546656,Italian,4.0,52.5190822451662,13.4294407193458,"52.518444,13.429944"
0,China Restaurant HuaTing,116.21557319744242,Chinese,4.5,52.5180308,13.4285487,"52.518444,13.429944"
0,Il Viale,71.23449807198455,Ice Cream & Frozen Yogurt,4.0,52.5179,13.4305,"52.518444,13.429944"
0,Country Cheers,104.12129659474715,Dive Bars,4.0,52.51859,13.43207,"52.51775,13.43275"
0,Piazza Rossa,27.160830706414266,Italian,3.5,52.5190410664714,13.409331114052,"52.518806,13.409222"
0,Rotes Rathaus,73.87307907428739,Landmarks & Historical Buildings,4.0,52.518258138442,13.4086044366164,"52.518806,13.409222"
0,Cancún,45.7777560768203,Mexican,2.5,52.5191949316708,13.4094438306841,"52.518806,13.409222"
0,El Colmado,23.703520459007905,Spanish,5.0,52.519144,13.40953,"52.518806,13.409222"
0,Kantine im Roten Rathaus,38.37526866099844,Canteen,3.5,52.5188674936706,13.4086639154806,"52.518806,13.409222"
0,Gedenktafel für Jonny K. - Memorial Plaque for Jonny K.,23.703520459007905,Landmarks & Historical Buildings,5.0,52.519144,13.40953,"52.518806,13.409222"
0,Berlin Cathedral,85.31463389613062,Landmarks & Historical Buildings,4.5,52.519149145301,13.4011079662007,"52.518444,13.400611"
0,Lustgarten,85.19111215421613,Parks,4.0,52.518794,13.399491,"52.518444,13.400611"
0,Gedenkstein für die Gruppe um Herbert Baum,12.197342926647567,Landmarks & Historical Buildings,4.0,52.518346147274,13.4006924669342,"52.518444,13.400611"
0,Granitschale im Lustgarten,122.48218030821883,Landmarks & Historical Buildings,4.0,52.5190885859636,13.3991431072354,"52.518444,13.400611"
0,Vapiano,107.49431114869793,Italian,3.5,52.51786,13.38779,"52.51725,13.389111"
0,Treffpunkt Berlin,92.8685227952518,Northern German,4.0,52.5179,13.38835,"52.51725,13.389111"
0,The Digital Eatery,98.60928478824512,Cafes,4.0,52.5168376083161,13.3904011606442,"52.51725,13.389111"
0,Nante Eck,75.77006900775113,German,3.5,52.5167402,13.3885068,"52.51725,13.389111"
0,Telefónica Basecamp,100.12972529321202,Salad,4.0,52.51789,13.38807,"52.51725,13.389111"
0,Daimlers,5.609341200090014,German,4.0,52.5172,13.3891,"52.51725,13.389111"
0,Calice d´Oro,105.2294115409224,Pizza,4.5,52.51661,13.38794,"52.51725,13.389111"
0,Upper Eastside Berlin,21.01770925575358,Landmarks & Historical Buildings,4.5,52.5174,13.3893,"52.51725,13.389111"
0,Casa Italia,105.2294115409224,Italian,2.5,52.51661,13.38794,"52.51725,13.389111"
0,Bella Vita,79.08869007845684,Italian,4.0,52.51796,13.38921,"52.51725,13.389111"
0,Gallery Of Steel Figures,44.89162861144986,Art Museums,5.0,52.51751536,13.389611,"52.51725,13.389111"
0,ars nobilis,51.08274470884959,Museums,5.0,52.5169,13.3896,"52.51725,13.389111"
0,Vietnam Restaurant,74.32994848577691,Sushi Bars,3.5,52.517398,13.390176,"52.51725,13.389111"
0,Miele Gallery,68.6343705290994,Cafes,2.5,52.5173,13.3881,"52.51725,13.389111"
0,Deutscher Bundestag - Paul-Löbe-Haus,77.83426426315744,Landmarks & Historical Buildings,4.0,52.5202,13.3741,"52.519528,13.373778"
0,Weltmaschine,66.94770662170095,Museums,5.0,52.5199,13.373,"52.519528,13.373778"
0,Deutscher Bundestag - Paul-Löbe-Haus,67.55991181665372,Landmarks & Historical Buildings,4.0,52.5202,13.3741,"52.520806,13.374028"
0,Doreedos,29.711809007957164,International,3.5,52.563446,13.328026,"52.563639,13.327722"
0,Milano,34.52103965188461,Italian,3.5,52.5634067350377,13.3280608803034,"52.563639,13.327722"
0,Eiscafé La Piazzetta,99.88348931621789,Ice Cream & Frozen Yogurt,4.5,52.56452,13.32774,"52.563639,13.327722"
0,Albert's Restaurant,77.3491740043076,American (Traditional),3.0,52.56401,13.32869,"52.563639,13.327722"
0,Eiscafe San Remo,55.77668918928598,Ice Cream & Frozen Yogurt,4.0,52.563199664923,13.3281202241778,"52.563639,13.327722"
0,Altberliner Imbiss am Kutschi,42.77962999612626,Fast Food,3.0,52.56338,13.32819,"52.563639,13.327722"
0,Bistro Nazar,40.865654895830716,Bistros,2.5,52.56312,13.3276,"52.563639,13.327722"
0,Back Baron,69.45664962465965,Bakeries,3.5,52.56357,13.32679,"52.563639,13.327722"
0,K. S. P.,54.701649506961104,Burgers,4.0,52.5634568719461,13.3269702270627,"52.563639,13.327722"
0,Cafe Backwaren Belegte 24h,63.462299521173904,Bakeries,4.0,52.56357,13.32679,"52.563639,13.327722"
0,Balli Döner,40.865654895830716,Kebab,3.0,52.563259,13.327705,"52.563639,13.327722"
0,Cafe Mandarine,40.865654895830716,Bistros,3.0,52.563259,13.327705,"52.563639,13.327722"
0,Kurt Schumacher Denkmal,69.67231610192732,Landmarks & Historical Buildings,2.0,52.5641457391114,13.3271157369018,"52.563639,13.327722"
0,Güler,5.455920266985946,Kebab,1.0,52.5636272554827,13.3278003707528,"52.563639,13.327722"
0,Bier-Stübl,110.77484901654002,Dive Bars,3.0,52.56427,13.32646,"52.563639,13.327722"
0,Fit Gemüse Kebap,67.48673429921986,Kebab,1.0,52.5630851665183,13.3273136275849,"52.563639,13.327722"
0,Kamps,82.02992503490091,Bakeries,1.0,52.56411,13.32773,"52.563639,13.327722"
0,Steakhaus Gaucho,126.29928516870793,Steakhouses,4.0,52.56062,13.33469,"52.559778,13.335944"
0,Escape,116.8235656428474,Lounges,3.5,52.5605087,13.3347101,"52.559778,13.335944"
0,Vivere,89.79448889620403,Cafes,4.0,52.559,13.3363,"52.559778,13.335944"
0,Agata Torrisi,102.73675093989483,Italian,5.0,52.5362,13.378,"52.535972,13.376528"
0,lila,39.09573669147601,Vietnamese,3.5,52.536274,13.376232,"52.535972,13.376528"
0,Art Café Jadore,52.59586333135113,Cafes,4.0,52.536499,13.376569,"52.535972,13.376528"
0,Schrittfahren,117.59019208543067,Cafes,5.0,52.5351129058484,13.3775418293024,"52.535972,13.376528"
0,Tigertörtchen,84.64664830645569,Cupcakes,5.0,52.5366231311107,13.375879647841,"52.535972,13.376528"
0,LA BUVETTE Steakhouse,56.175749877849086,French,4.5,52.53113129,13.38205394,"52.530917,13.382806"
0,Subway,17.569700952447576,Fast Food,3.5,52.5308182,13.3830087,"52.530917,13.382806"
0,MarcAnn's,63.73773583335583,Patisserie/Cake Shop,3.0,52.530498,13.383449,"52.530917,13.382806"
0,Espresso House,23.38318016606014,Coffee & Tea,4.0,52.530788,13.383079,"52.530917,13.382806"
0,Akito,108.682781691187,Sushi Bars,4.0,52.5300578944329,13.3835722133517,"52.530917,13.382806"
0,Karaca,129.84700854009924,Cafes,3.5,52.5316655,13.3813326,"52.530917,13.382806"
0,R/D Coffee Bar,93.65105828806225,Cafes,4.0,52.5302785824979,13.3837090060115,"52.530917,13.382806"
0,Speisekombinat,92.558505958497,Italian,2.5,52.5302004,13.3835022,"52.530917,13.382806"
0,Cafe Tuna,137.94793103067744,Bakeries,4.5,52.52995,13.38408,"52.530917,13.382806"
0,Sons of Mana,67.71635269422136,Hawaiian,4.0,52.530582,13.383642,"52.530917,13.382806"
0,The Barn,73.69521957163576,Coffee & Tea,3.0,52.530583,13.383747,"52.530917,13.382806"
0,,,,,,,"52.530194,13.381028"
0,Dada Falafel,124.86462389904975,Middle Eastern,4.0,52.52648,13.38828,"52.527194,13.38675"
0,Pantry,67.69378815415259,Modern European,4.0,52.5266,13.38693,"52.527194,13.38675"
0,Chicago Williams BBQ,74.62595440393879,Barbeque,3.5,52.5271533,13.3856489,"52.527194,13.38675"
0,PHO - Noodlebar,109.26066172459615,Vietnamese,4.5,52.5265005025295,13.3878941920307,"52.527194,13.38675"
0,Mantée,15.552950251833376,Turkish,4.0,52.5273,13.3866,"52.527194,13.38675"
0,Yuuka Buffet,84.1590488783828,Sushi Bars,3.5,52.526448,13.38696,"52.527194,13.38675"
0,Cavallino Rosso,76.65620861448768,Italian,4.5,52.52713,13.38567,"52.527194,13.38675"
0,einsunternull,60.3526547165777,German,4.0,52.52716,13.38591,"52.527194,13.38675"
0,momos,59.25662764988479,Vegetarian,4.0,52.52758,13.38715,"52.527194,13.38675"
0,Due Fratelli Trattoria Pizzeria,32.52485585692157,Italian,3.0,52.527451474669,13.3865218567279,"52.527194,13.38675"
0,Kebab Baba,120.21308844940548,Kebab,3.5,52.526446,13.388033,"52.527194,13.38675"
0,Goldenes Dreieck Thai cuisine,96.9955361049853,Thai,3.5,52.5266,13.3878,"52.527194,13.38675"
0,Hung Anh,68.95288714688898,Vietnamese,4.5,52.527751,13.386302,"52.527194,13.38675"
0,Xôi,116.49321015796686,Vietnamese,3.5,52.52801,13.38783,"52.527194,13.38675"
0,CousCous,67.296481508071,Cafes,4.0,52.5267347,13.3873978,"52.527194,13.38675"
0,Bravo Bar,80.39758235287346,Bars,2.5,52.5272449,13.3879355,"52.527194,13.38675"
0,Curry One,99.3993083701418,Curry Sausage,4.5,52.526497,13.38767,"52.527194,13.38675"
0,Oranienburger Tor,19.309971985903164,Landmarks & Historical Buildings,4.0,52.5272827,13.3865046,"52.527194,13.38675"
0,Gambrinus,116.88499797286953,German,3.5,52.52647,13.38803,"52.527194,13.38675"
0,Laude,67.88232147641055,Bakeries,4.0,52.52741,13.38732,"52.527194,13.38675"
0,Orient Grill,77.6195907674457,Middle Eastern,4.0,52.5271199,13.38798,"52.527194,13.38675"
0,Subway,88.39717831440743,Fast Food,2.0,52.52651,13.38742,"52.527194,13.38675"
0,Thai Cusine,110.01291718495409,Thai,2.0,52.526421,13.387765,"52.527194,13.38675"
0,Deli Street,73.4720147823808,Coffee & Tea,3.0,52.52781,13.38686,"52.527194,13.38675"
0,Lust Bar,99.82590619743554,French,3.0,52.52752,13.3881599,"52.527194,13.38675"
0,Vizio Italiano,51.869064070296645,Italian,5.0,52.526879109013,13.3873156735185,"52.527194,13.38675"
0,La Cantina,93.45745616463768,Mexican,1.0,52.5265034,13.3875374,"52.527194,13.38675"
0,Dada Falafel,25.762839090477513,Middle Eastern,4.0,52.52648,13.38828,"52.526278,13.388139"
0,espresso-ambulanz,28.312670179096024,Coffee & Tea,4.5,52.52601,13.38798,"52.526278,13.388139"
0,PHO - Noodlebar,29.772510413378217,Vietnamese,4.5,52.5265005025295,13.3878941920307,"52.526278,13.388139"
0,Pantry,92.11271198697345,Modern European,4.0,52.5266,13.38693,"52.526278,13.388139"
0,Berlin_Theke,40.122836817229135,Salad,4.5,52.5259185096578,13.3880878698365,"52.526278,13.388139"
0,AMRIT Restaurant Mitte,96.8232477361299,Indian,3.0,52.52597,13.38958,"52.526278,13.388139"
0,Yuuka Buffet,81.96936993977194,Sushi Bars,3.5,52.526448,13.38696,"52.526278,13.388139"
0,Xinh Xinh,58.969244542504924,Vietnamese,4.0,52.5263704856085,13.3889973163605,"52.526278,13.388139"
0,Lucky Star,127.46145118555127,Chinese,4.0,52.52559,13.38709,"52.526278,13.388139"
0,Balzac Coffee,96.09529030370456,Coffee & Tea,3.5,52.525997,13.386966,"52.526278,13.388139"
0,Kebab Baba,20.009801194979758,Kebab,3.5,52.526446,13.388033,"52.526278,13.388139"
0,Hackendahl,114.55354772346604,Bars,4.0,52.5254130550532,13.3872191534424,"52.526278,13.388139"
0,JOSEPH,48.70951998060138,Israeli,4.5,52.525941,13.387679,"52.526278,13.388139"
0,Goldenes Dreieck Thai cuisine,42.51967898372503,Thai,3.5,52.5266,13.3878,"52.526278,13.388139"
0,Allermunde,30.112106734302557,Pizza,4.0,52.5260072,13.3881363,"52.526278,13.388139"
0,Back Galerie,61.245845447979605,Bakeries,3.5,52.52651,13.38878,"52.526278,13.388139"
0,Rocco & Sanny,58.1915969820198,Italian,3.5,52.525927,13.38763,"52.526278,13.388139"
0,Curry One,39.99592420962161,Curry Sausage,4.5,52.526497,13.38767,"52.526278,13.388139"
0,CousCous,71.36623103633947,Cafes,4.0,52.5267347,13.3873978,"52.526278,13.388139"
0,Gambrinus,22.979564919515887,German,3.5,52.52647,13.38803,"52.526278,13.388139"
0,Velvet52,39.616853005038976,Bars,4.0,52.5259289,13.388256,"52.526278,13.388139"
0,Thai Cusine,29.882987673252085,Thai,2.0,52.526421,13.387765,"52.526278,13.388139"
0,Freiwillige Feuerwehr Mitte,90.33285387798229,Landmarks & Historical Buildings,5.0,52.5266,13.38928,"52.526278,13.388139"
0,Subway,53.488912861989675,Fast Food,2.0,52.52651,13.38742,"52.526278,13.388139"
0,ifa-Galerie,75.90336237809512,Museums,4.0,52.5265,13.3892,"52.526278,13.388139"
0,Orient Grill,88.07674476120201,Middle Eastern,4.0,52.5271199,13.38798,"52.526278,13.388139"
0,Creme de la Creme,58.1915969820198,French,3.0,52.525927,13.38763,"52.526278,13.388139"
0,I mog di,56.47310820740348,German,3.0,52.5261,13.38902,"52.526278,13.388139"
0,Sagrantino 136,85.51110003411372,Modern European,5.0,52.5264558583356,13.3893687421706,"52.526278,13.388139"
0,Italienisches Restaurant Pasta Deli,87.3604015230871,Italian,3.0,52.5253,13.38768,"52.526278,13.388139"
0,bistrot fox,56.24421084050656,Desserts,2.0,52.52633,13.38902,"52.526278,13.388139"
0,La Cantina,47.79685194151892,Mexican,1.0,52.5265034,13.3875374,"52.526278,13.388139"
0,Vizio Italiano,87.00517057069314,Italian,5.0,52.526879109013,13.3873156735185,"52.526278,13.388139"
0,,,,,,,"52.478083,13.385639"
0,Balli Döner,66.97263312367156,Kebab,3.5,52.46543,13.38537,"52.466139,13.385194"
0,Risa Chicken,13.200464139164492,Fast Food,3.5,52.466256,13.385161,"52.466139,13.385194"
0,Ristorante Pizzeria Nuova Mirabella,113.1593965349585,Italian,4.0,52.4654986,13.3838958,"52.466139,13.385194"
0,Bambusstäbchen,73.77509425740053,Sushi Bars,4.0,52.4668,13.3851,"52.466139,13.385194"
0,Bierhaus Tempelhof,84.0460046261736,Dive Bars,4.0,52.46677,13.385877,"52.466139,13.385194"
0,Back & go,51.93314657744716,Bakeries,5.0,52.4659523,13.3858967,"52.466139,13.385194"
0,Balli Burger,48.14772253304447,Burgers,4.0,52.4662237789226,13.3858909830451,"52.466139,13.385194"
0,Restaurant Aurel,81.00162080916895,Food Delivery Services,5.0,52.4661,13.384,"52.466139,13.385194"
0,Chicken House,58.40342338880905,Chicken Shop,4.0,52.4457112450078,13.386191666101,"52.445667,13.385333"
0,Remise No. 1,100.61735158203079,Dance Clubs,3.5,52.44492,13.38567,"52.445667,13.385333"
0,Curry-Kiste,65.96029854775757,Curry Sausage,4.0,52.4456,13.3863,"52.445667,13.385333"
0,Kebab House,25.1327786898891,Kebab,3.5,52.445883,13.385126,"52.445667,13.385333"
0,Tee Gold,88.39705612384259,Coffee & Tea Supplies,4.0,52.4450997,13.3862467,"52.445667,13.385333"
0,Restaurant und Eiscafe Tiamo,78.97335345203905,Cafes,3.0,52.4456787,13.3842001,"52.445667,13.385333"
0,Villa Christina,70.15847372162371,Greek,3.5,52.4399908958345,13.3878327403456,"52.44025,13.386889"
0,Mundo Tapas Bar Restaurant,49.67594189953695,Latin American,5.0,52.44048,13.3876,"52.44025,13.386889"
0,Zum Sargnagel,104.23883057348807,Dive Bars,5.0,52.43956,13.38793,"52.44025,13.386889"
0,Heimatmuseum Tempelhof,123.97846961887596,Museums,4.5,52.43956,13.38528,"52.44025,13.386889"
0,Döner Nostra,103.74122738594932,Kebab,2.0,52.4397888,13.3880596,"52.44025,13.386889"
0,Pausini,81.69695404732774,Cafes,4.5,52.45923,13.38391,"52.459373,13.385001"
0,EGE Gemüsekebab,26.162631677171067,Kebab,4.0,52.4591891172362,13.3847600966692,"52.459373,13.385001"
0,Curry Tempel,82.5579268403229,Curry Sausage,4.5,52.459997,13.384319,"52.459373,13.385001"
0,Backwaren M & M Kg,66.05844394897116,Bakeries,3.0,52.4596,13.3841,"52.459373,13.385001"
0,Walter Schokoladen,65.58510798895627,Desserts,4.0,52.458833646702,13.3846092224121,"52.459373,13.385001"
0,Thoben's Backwaren,92.21236343270756,Bakeries,1.0,52.4602,13.3849,"52.459373,13.385001"
0,Tuk-Tuk,50.324669045436124,Indonesian,4.0,52.49118,13.36166,"52.491056,13.360972"
0,OlioSalePepe,109.52193278972942,Italian,4.0,52.4902276151072,13.3618470950486,"52.491056,13.360972"
0,Train,71.32571964940213,Cocktail Bars,4.0,52.490421,13.360823,"52.491056,13.360972"
0,Cafe Peri,51.20170588455463,Cafes,3.0,52.4915058824556,13.3611332272088,"52.491056,13.360972"
0,Hacı Baba Kebab Box,13.538188203089002,Kebab,3.5,52.491039,13.360774,"52.491056,13.360972"
0,Qilin Kitchen,24.03603140234804,Japanese,3.5,52.49107,13.36124,"52.491056,13.360972"
0,Süss,96.31365074128567,Bakeries,4.5,52.4878,13.42601,"52.488222,13.424806"
0,Baklavaci Sengüloglu,93.65565081178738,Desserts,4.5,52.489003,13.42423,"52.488222,13.424806"
0,China King,59.46020776380938,Food Stands,3.0,52.48871,13.42443,"52.488222,13.424806"
0,Best Western Euro-Hotel Berlin,133.15849735770988,German,3.0,52.48742187,13.4262692,"52.488222,13.424806"
0,Restaurant Mardin,33.21651910373971,Kebab,1.0,52.48846,13.42459,"52.488222,13.424806"
0,Haci Baba Kebabhaus,75.54913376596299,Kebab,4.5,52.4694035828537,13.4413567185402,"52.468861,13.442028"
0,Hakiki,59.96400283180119,Kebab,3.5,52.4694,13.442,"52.468861,13.442028"
0,Ton Ton Gemüse Kebap,51.81503124253123,Kebab,3.0,52.468395842009,13.4420735322631,"52.468861,13.442028"
0,McDonald's,85.39132671587902,Burgers,1.5,52.46962049,13.44221453,"52.468861,13.442028"
0,Steinecke,74.12220080453955,Bakeries,1.0,52.46875,13.44277,"52.468861,13.442028"
0,Pizzeria Mona Mia,95.6521033917943,Pizza,4.5,52.4613,13.4456,"52.46216,13.445568"
0,Park am Buschkrug,95.44083668258986,Parks,5.0,52.45343,13.449328,"52.452583,13.449556"
0,Gaststätte Zum Pferdestall,100.64987755521616,Serbo Croatian,4.5,52.5641,13.3652,"52.564306,13.36375"
0,Ital. Snack,55.657288282828304,Pubs,5.0,52.56411,13.36447,"52.564306,13.36375"
0,Café am See,126.19011444443923,Cafes,3.5,52.5652,13.3626,"52.564306,13.36375"
0,Pizzeria Alte Forno,36.949848603020925,Italian,3.0,52.5639961458004,13.3639474958181,"52.564306,13.36375"
0,Kastanienwäldchen,52.04629758059667,Pubs,2.5,52.5642,13.3645,"52.564306,13.36375"
0,Il Gelato Italiano,49.13705478233026,Ice Cream & Frozen Yogurt,3.5,52.56426,13.3644,"52.564306,13.36375"
0,Café Torten-Träume,124.80382357391514,Bakeries,4.5,52.5635972106049,13.3651816627225,"52.564306,13.36375"
0,Cafe Kana,78.58354021213684,Barbers,5.0,52.564994130983,13.3640148981465,"52.564306,13.36375"
0,ya hala,69.81675109811,Fast Food,4.0,52.552,13.3812,"52.552417,13.381972"
0,Akko Restaurant,77.64798190825569,Middle Eastern,4.0,52.5519,13.3812,"52.552417,13.381972"
0,Altin Sofra,80.24207185259142,Kebab,4.5,52.5519,13.3828,"52.552417,13.381972"
0,Tandoor Grill,95.72490958418697,Indian,3.0,52.5529,13.3808,"52.552417,13.381972"
0,Asia Wok,35.71417187362066,Fast Food,2.5,52.5527169,13.3821611,"52.552417,13.381972"
0,Horoskope,97.60847552420655,Middle Eastern,4.0,52.5516,13.3825,"52.552417,13.381972"
0,Hirsch & Hase,98.87717074459029,Scottish,5.0,52.542081,13.393723,"52.542722,13.393028"
0,Läckerei,60.933332206616946,Bakeries,4.0,52.5428667760303,13.3921589702368,"52.542722,13.393028"
0,Maximilian,52.527516467778455,Fast Food,2.5,52.543,13.3924,"52.542722,13.393028"
0,Brunnen mit Metallplastik,48.344343397459326,Landmarks & Historical Buildings,2.0,52.5423,13.3932,"52.542722,13.393028"
0,Wiener Feinbäcker Heberer,61.104968651122334,Bakeries,4.0,52.54281,13.39216,"52.542722,13.393028"
0,Cô Cô Bánh Mì Deli,34.17859168514497,Vietnamese,4.0,52.52916,13.40151,"52.5295,13.401278"
0,Curry Mitte,8.376956696025404,Curry Sausage,4.0,52.52947,13.40109,"52.5295,13.401278"
0,La Pausa,53.35006713249178,Italian,4.0,52.5297406431381,13.4005957023774,"52.5295,13.401278"
0,St. Oberholz,42.787237414834905,Bars,3.5,52.52948,13.40184,"52.5295,13.401278"
0,DUDU,99.05873243508431,Sushi Bars,4.0,52.52932,13.3998899,"52.5295,13.401278"
0,Transit,117.29637270717339,Indonesian,4.0,52.52866,13.40228,"52.5295,13.401278"
0,Mein Haus am See,71.12512120248219,Lounges,4.0,52.5300561877761,13.4007587070716,"52.5295,13.401278"
0,Fam Dang,50.80497338478587,Food Stands,3.5,52.52976,13.40067,"52.5295,13.401278"
0,Rosenthaler Grill und Schlemmerbuffet,51.58476408439282,Turkish,3.5,52.5298604359297,13.40079790756,"52.5295,13.401278"
0,Rosenburger,58.691684409600946,Burgers,3.5,52.53,13.401,"52.5295,13.401278"
0,Sucre et Sel,79.42835557109628,Bistros,4.5,52.52935,13.40013,"52.5295,13.401278"
0,Café Datscha Mitte,101.59469646162034,Russian,3.5,52.530399,13.401546,"52.5295,13.401278"
0,Commonground,10.992740017960527,Cocktail Bars,3.5,52.5294,13.40132,"52.5295,13.401278"
0,Waschsalon 115,91.76478975665262,Cafes,4.0,52.52996,13.40241,"52.5295,13.401278"
0,Adonis,81.49442997850907,Lebanese,4.0,52.5294,13.40015,"52.5295,13.401278"
0,Mivadu,97.11991787724182,Vietnamese,4.5,52.5288064404927,13.4021506546444,"52.5295,13.401278"
0,Pizzeria La Cantina,52.71745559390677,Pizza,4.0,52.5294098097627,13.400512914746,"52.5295,13.401278"
0,Rosenthaler Platz,60.055032529517405,Local Flavor,4.0,52.5300333980461,13.4014173068847,"52.5295,13.401278"
0,Soup' n Roll,59.235741021408636,Vietnamese,4.0,52.5297923330177,13.4020100533962,"52.5295,13.401278"
0,Chicken Buzz,37.631080596777714,Chicken Wings,3.0,52.5295397477258,13.4018304469528,"52.5295,13.401278"
0,Woop Woop Store,91.48918324963184,Ice Cream & Frozen Yogurt,3.5,52.5287412,13.4018009,"52.5295,13.401278"
0,Sharlie Cheen,87.73317332018478,Cocktail Bars,3.5,52.53008,13.40073,"52.5295,13.401278"
0,Sushi Circle,34.17859168514497,Sushi Bars,2.0,52.5291595,13.4015102,"52.5295,13.401278"
0,Nu Eat Kitchen,37.15221987539018,Pan Asian,3.5,52.5293346,13.4017552,"52.5295,13.401278"
0,Fechtner,90.74235224014798,Cafes,3.5,52.52955,13.40258,"52.5295,13.401278"
